"Id","HomeTeam","HomeScore","AwayTeam","AwayScore","FormattedSpread","LineProvider","OverUnder","Spread","OpeningSpread","OpeningOverUnder","HomeMoneyline","AwayMoneyline"
"401754597","Pittsburgh","15","Notre Dame","37","Notre Dame -13.0","Bovada","55","13","10.5","56.5","305","-410"
"401756952","Oklahoma State","6","Kansas State","14","Kansas State -19.5","Bovada","50","19.5","20","54.5","725","-1300"
"401756950","BYU","44","TCU","13","BYU -3.0","Bovada","52","-3","-6","52.5","-210","175"
"401756948","Arizona State","25","West Virginia","23","Arizona State -10.0","Bovada","46.5","-10","-11","47.5","-435","325"
"401752767","Kentucky","42","Tennessee Tech","10","Kentucky -23.5","Bovada","51","-23.5","-22.5","52","-2000","950"
"401762510","Navy","41","South Florida","38","South Florida -8.5","Bovada","63","8.5","10","64.5","295","-390"
"401762508","East Carolina","31","Memphis","27","East Carolina -3.0","Bovada","57","-3","-3","60.5","-145","125"
"401752953","Washington State","28","Louisiana Tech","3","Washington State -10.0","Bovada","43.5","-10","-6.5","47","-270","220"
"401757303","Western Kentucky","42","Middle Tennessee","26","Western Kentucky -13.5","Bovada","52.5","-13.5","-14","56","-550","390"
"401757304","Missouri State","38","UTEP","24","Missouri State -6.5","Bovada","48.5","-6.5","-4","50.5","-195","165"
"401752945","Tulsa","31","Oregon State","14","Tulsa -1.0","Bovada","50.5","-1","1","50.5","","-105"
"401761651","Georgia State","18","Marshall","30","Marshall -9.5","Bovada","60.5","9.5","6.5","63.5","220","-270"
"401761650","Georgia Southern","45","Coastal Carolina","40","Georgia Southern -3.0","Bovada","59.5","-3","-3","58","-135","115"
"401761652","James Madison","58","App State","10","James Madison -21.5","Bovada","53.5","-21.5","-19.5","54","-1500","775"
"401761653","UL Monroe","14","South Alabama","26","South Alabama -3.5","Bovada","49.5","3.5","4","51.5","160","-185"
"401761654","Southern Miss","14","Texas State","41","Southern Miss -3.0","Bovada","66","-3","-6.5","65","-225","185"
"401761649","Old Dominion","33","Troy","0","Old Dominion -10.0","Bovada","53","-10","-11.5","53","-450","335"
"401757300","Sam Houston","26","Delaware","23","Delaware -11.5","Bovada","56","11.5","8.5","56.5","270","-340"
"401756953","Texas Tech","48","UCF","9","Texas Tech -24.0","Bovada","48.5","-24","-23.5","48.5","-2500","1000"
"401762509","Tulane","35","Florida Atlantic","24","Tulane -16.5","Bovada","60.5","-16.5","-16.5","63.5","-800","525"
"401762506","UAB","24","North Texas","53","North Texas -17.5","Bovada","69","17.5","18","69.5","625","-1000"
"401762507","Charlotte","7","UTSA","28","UTSA -17.0","Bovada","57.5","17","18","61","625","-1000"
"401757301","Florida International","34","Liberty","27","Liberty -2.5","Bovada","51.5","2.5","3","54.5","120","-140"
"401752771","Tennessee","42","New Mexico State","9","Tennessee -41.5","Bovada","60","-41.5","-38.5","61.5","",""
"401754592","Boston College","34","Georgia Tech","36","Georgia Tech -16.5","Bovada","61","16.5","16.5","58","550","-850"
