"Id","HomeTeam","HomeScore","AwayTeam","AwayScore","FormattedSpread","LineProvider","OverUnder","Spread","OpeningSpread","OpeningOverUnder","HomeMoneyline","AwayMoneyline"
"401754595","Miami","41","NC State","7","Miami -15.5","Bovada","55","-15.5","-14.5","55","-625","430"
"401754596","Wake Forest","28","North Carolina","12","Wake Forest -3.5","Bovada","38","-3.5","-6","39.5","-165","140"
"401754591","Louisville","19","Clemson","20","Louisville -1.5","Bovada","51","-1.5","-3.5","51.5","-145","145"
"401754593","Duke","17","Virginia","34","Duke -5.0","Bovada","60","-5","-6.5","58.5","-230","190"
"401754594","Florida State","34","Virginia Tech","14","Florida State -14.0","Bovada","55","-14","-11.5","54.5","-575","400"
"401756951","Cincinnati","24","Arizona","30","Cincinnati -6.0","Bovada","56","-6","-6","56.5","-225","185"
"401756949","Baylor","28","Utah","55","Utah -9.5","Bovada","60.5","9.5","9","60.5","","275"
"401752900","Ohio State","48","UCLA","10","Ohio State -33.0","Bovada","46.5","-33","-31.5","48.5","",""
"401752906","Illinois","24","Maryland","6","Illinois -16.5","Bovada","52","-16.5","-14","53.5","-600","425"
"401752905","Northwestern","22","Michigan","24","Michigan -10.0","Bovada","42","10","10","40.5","375","-525"
"401752904","Oregon","42","Minnesota","13","Oregon -27.0","Bovada","46","-27","-23","45.5","-2500","1000"
"401752903","Michigan State","10","Penn State","28","Penn State -7.0","Bovada","49","7","7","50.5","205","-245"
"401752901","Indiana","31","Wisconsin","7","Indiana -28.0","Bovada","43.5","-28","-30.5","44.5","",""
"401752907","USC","26","Iowa","21","USC -6.5","Bovada","48.5","-6.5","-6.5","49.5","-245","205"
"401752902","Washington","49","Purdue","13","Washington -15.5","Bovada","51","-15.5","-16.5","55","-900","575"
"401757302","Jacksonville State","35","Kennesaw State","26","Kennesaw State -4.0","Bovada","56","4","2.5","51.5","110","-130"
"401762857","Western Michigan","17","Ohio","13","Western Michigan -1.5","Bovada","47","-1.5","1.5","47.5","105","-125"
"401762858","Central Michigan","38","Buffalo","19","Central Michigan -2.0","Bovada","45","-2","-2","43.5","-130","110"
"401762861","Ball State","9","Eastern Michigan","24","Eastern Michigan -3.0","Bovada","49","3","3","50.5","115","-135"
"401762856","Akron","35","Kent State","42","Akron -7.5","Bovada","49.5","-7.5","-5","47.5","-220","180"
"401762859","Massachusetts","3","Northern Illinois","45","Northern Illinois -9.5","Bovada","43","9.5","11","43","305","-410"
"401762860","Miami (OH)","3","Toledo","24","Toledo -5.5","Bovada","44","5.5","3","44.5","135","-160"
"401760413","Nevada","55","San José State","10","San José State -9.5","Bovada","49.5","9.5","8.5","52.5","255","-310"
"401760411","New Mexico","20","Colorado State","17","New Mexico -15.0","Bovada","54","-15","-14.5","53.5","","-625"
"401760410","San Diego State","17","Boise State","7","San Diego State -2.0","Bovada","41.5","-2","-2.5","42.5","-140","120"
"401760414","UNLV","29","Utah State","26","UNLV -5.0","Bovada","68.5","-5","-4.5","71.5","-185","160"
"401757174","UConn","26","Air Force","16","UConn -7.5","Bovada","64.5","-7.5","-8","63.5","-320","260"
"401760412","Fresno State","24","Wyoming","3","Fresno State -3.0","Bovada","40.5","-3","-4","39.5","-195","165"
"401752768","LSU","23","Arkansas","22","LSU -4.0","Bovada","58","-4","-6.5","55.5","-220","180"
"401752769","Ole Miss","34","Florida","24","Ole Miss -10.5","Bovada","53.5","-10.5","-14","53","-750","500"
"401752765","Alabama","21","Oklahoma","23","Alabama -6.5","Bovada","45.5","-6.5","-7","45.5","-260","215"
"401752766","Georgia","35","Texas","10","Georgia -4.0","Bovada","50.5","-4","-6.5","47.5","-220","180"
"401752770","Missouri","49","Mississippi State","27","Missouri -7.0","Bovada","50","-7","-6.5","51.5","-245","205"
"401752772","Texas A&M","31","South Carolina","30","Texas A&M -16.5","Bovada","49.5","-16.5","-18.5","48","-1300","725"
