"Id","HomeTeam","HomeScore","AwayTeam","AwayScore","FormattedSpread","LineProvider","OverUnder","Spread","OpeningSpread","OpeningOverUnder","HomeMoneyline","AwayMoneyline"
"401756926","Oklahoma State","17","Cincinnati","49","Cincinnati -24.0","Bovada","58","24","20.5","57","850","-1800"
"401761668","Louisiana","10","Southern Miss","22","Southern Miss -4.0","Bovada","54.5","4","4","54.5","160","-185"
"401762488","Tulane","24","Army","17","Tulane -9.5","Bovada","44.5","-9.5","-10.5","46.5","-415","310"
"401762490","South Florida","48","Florida Atlantic","13","South Florida -20.5","Bovada","72.5","-20.5","-22.5","73","-1900","900"
"401762491","North Texas","55","UTSA","17","North Texas -4.0","Bovada","64","-4","-5.5","67.5","-220","180"
"401760393","Boise State","56","UNLV","31","Boise State -13.0","Bovada","61","-13","-10.5","63.5","-400","300"
"401752941","Oregon State","45","Lafayette","13","Oregon State -21.0","Bovada","56.5","-21","-22.5","54.5","-2000","950"
"401762842","Toledo","45","Kent State","10","Toledo -25.0","Bovada","48.5","-25","-24.5","52.5","-3500","1100"
"401762843","Ohio","48","Northern Illinois","21","Ohio -10.5","Bovada","41.5","-10.5","-12","43.5","-470","345"
"401760392","Air Force","24","Wyoming","21","Air Force -4.0","Bovada","56.5","-4","-5","58.5","-220","180"
"401752951","Virginia","22","Washington State","20","Virginia -16.5","Bovada","56.5","-16.5","-18","56.5","-1000","625"
"401760394","Colorado State","19","Hawai'i","31","Colorado State -3.0","Bovada","53.5","-3","","53.5","-120","100"
"401752871","Notre Dame","34","USC","24","Notre Dame -11.0","Bovada","60.5","-11","-8","61.5","-310","255"
"401754567","Stanford","20","Florida State","13","Florida State -17.5","Bovada","55","17.5","17.5","54.5","625","-1000"
"401752741","Florida","23","Mississippi State","21","Florida -9.5","Bovada","51","-9.5","-10","52.5","-390","295"
"401754564","Miami","21","Louisville","24","Miami -10.5","Bovada","49.5","-10.5","-13","53.5","-550","390"
"401761629","App State","37","Coastal Carolina","45","App State -10.5","Bovada","48","-10.5","-11.5","49.5","-450","335"
"401752872","Minnesota","24","Nebraska","6","Nebraska -7.0","Bovada","47.5","7","6.5","48","200","-240"
"401752738","Alabama","37","Tennessee","20","Alabama -9.0","Bovada","60.5","-9","-8","60.5","-300","250"
"401756923","Arizona State","26","Texas Tech","22","Texas Tech -8.0","Bovada","52","8","10.5","49.5","225","-275"
"401752745","Vanderbilt","31","LSU","24","Vanderbilt -1.5","Bovada","48","-1.5","-1.5","49.5","-145","125"
"401754566","Duke","18","Georgia Tech","27","Duke -3.5","Bovada","60.5","-3.5","-2.5","61","-145","125"
"401752740","Auburn","17","Missouri","23","Missouri -1.5","Bovada","44","1.5","-1.5","44.5","-115","-105"
"401762487","UAB","31","Memphis","24","Memphis -23.5","Bovada","59.5","23.5","21.5","64.5","850","-1800"
"401762841","Miami (OH)","44","Eastern Michigan","30","Miami (OH) -12.5","Bovada","47","-12.5","-11.5","47.5","-550","390"
"401762839","Bowling Green","6","Central Michigan","27","Bowling Green -3.0","Bovada","43.5","-3","-6","43.5","-225","185"
"401762840","Massachusetts","21","Buffalo","28","Buffalo -16.5","Bovada","47.5","16.5","17.5","45.5","575","-900"
"401761633","UL Monroe","14","Troy","37","Troy -4.5","Bovada","46","4.5","5.5","46.5","190","-230"
"401762489","Charlotte","14","Temple","49","Temple -9.5","Bovada","48","9.5","11","47.5","325","-435"
"401762838","Ball State","42","Akron","28","Akron -2.0","Bovada","44","2","-1.5","43.5","-115","-105"
"401761632","Marshall","40","Texas State","37","Texas State -3.0","Bovada","66","3","4","65","130","-150"
"401752878","Indiana","38","Michigan State","13","Indiana -26.5","Bovada","49.5","-26.5","-26.5","52.5","-5000","1300"
"401754565","Clemson","24","SMU","35","Clemson -3.5","Bovada","50","-3.5","-10","55","-350","275"
"401752742","Georgia","43","Ole Miss","35","Georgia -7.5","Bovada","56.5","-7.5","-6.5","54","-230","190"
"401752879","UCLA","20","Maryland","17","UCLA -3.5","Bovada","52.5","-3.5","-2.5","52.5","-145","125"
"401752875","Iowa","25","Penn State","24","Iowa -3.0","Bovada","41","-3","-3","38.5","-145","125"
"401752743","Kentucky","13","Texas","16","Texas -12.0","Bovada","45","12","12","43.5","345","-470"
"401752873","Michigan","24","Washington","7","Michigan -4.0","Bovada","50.5","-4","-6","51","-220","180"
"401757284","Sam Houston","17","UTEP","35","UTEP -3.5","Bovada","46.5","3.5","2.5","47.5","115","-135"
"401757282","Liberty","30","New Mexico State","27","Liberty -10.5","Bovada","47.5","-10.5","-10.5","46.5","-400","320"
"401761628","South Alabama","14","Arkansas State","15","South Alabama -8.5","Bovada","57","-8.5","-7.5","60.5","-290","240"
"401757281","Western Kentucky","6","Florida International","25","Western Kentucky -10.0","Bovada","55.5","-10","-8.5","57.5","-300","250"
"401757283","Jacksonville State","38","Delaware","25","Delaware -3.0","Bovada","56","3","1.5","57.5","105","-125"
"401762486","East Carolina","41","Tulsa","27","East Carolina -16.5","Bovada","55","-16.5","-16.5","54.5","-800","525"
"401760396","Utah State","30","San José State","25","Utah State -3.0","Bovada","63.5","-3","-4","54","-185","160"
"401754371","California","21","North Carolina","18","California -7.5","Bovada","46.5","-7.5","-11.5","47.5","-415","310"
"401752877","Wisconsin","0","Ohio State","34","Ohio State -24.5","Bovada","41","24.5","27","42","1300","-6500"
"401752876","Rutgers","10","Oregon","56","Oregon -17.5","Bovada","62","17.5","15.5","59","525","-800"
"401752744","South Carolina","7","Oklahoma","26","Oklahoma -4.0","Bovada","43","4","5","42.5","185","-225"
"401752739","Arkansas","42","Texas A&M","45","Texas A&M -7.0","Bovada","57.5","7","8","61","250","-300"
"401752874","Northwestern","19","Purdue","0","Northwestern -3.5","Bovada","47","-3.5","-3.5","48.5","-165","140"
"401754568","Syracuse","13","Pittsburgh","30","Pittsburgh -9.5","Bovada","54.5","9.5","11.5","57","330","-440"
"401754569","Boston College","23","UConn","38","UConn -2.5","Bovada","58","2.5","-2","55.5","-120","100"
"401756924","BYU","24","Utah","21","Utah -4.0","Bovada","49.5","4","3.5","47.5","135","-160"
"401756925","Houston","31","Arizona","28","Arizona -2.0","Bovada","47","2","-2","47","-130","110"
"401756927","TCU","42","Baylor","36","TCU -3.5","Bovada","66.5","-3.5","-3","66.5","-150","130"
"401756928","UCF","45","West Virginia","13","UCF -6.5","Bovada","46","-6.5","-7","48.5","-275","225"
"401760395","New Mexico","24","Nevada","22","New Mexico -14.0","Bovada","49.5","-14","-10.5","48.5","-400","-400"
"401761630","Georgia Southern","41","Georgia State","24","Georgia Southern -6.5","Bovada","59","-6.5","-6.5","58","-240","200"
"401761631","James Madison","63","Old Dominion","27","James Madison -3.0","Bovada","47.5","-3","-2.5","47.5","-120","100"
