Id,HomeTeam,HomeScore,AwayTeam,AwayScore,FormattedSpread,LineProvider,OverUnder,Spread,OpeningSpread,OpeningOverUnder,HomeMoneyline,AwayMoneyline
401760378,Air Force,35,Hawai'i,44,Air Force -7.0,Bovada,52,-7,-4.5,54,-210,175
401760379,Boise State,47,App State,14,Boise State -16.5,Bovada,59.5,-16.5,-17.5,58.5,-850,550
401762826,Central Michigan,24,Eastern Michigan,13,Central Michigan -3.0,Bovada,54.5,-3,-6,54,-220,180
401752851,Northwestern,17,UCLA,14,Northwestern -6.0,Bovada,46,-6,-6.5,46,-220,190
401756905,Kansas,34,Cincinnati,37,Kansas -5.5,Bovada,56,-5.5,-6,55.5,-225,185
401762473,Navy,21,Rice,13,Navy -14.0,Bovada,46,-14,-14.5,45.5,-625,430
401757274,New Mexico,38,New Mexico State,20,New Mexico -16.5,Bovada,53.5,-16.5,-14,54.5,-575,400
401757269,Southern Miss,42,Jacksonville State,25,Southern Miss -4.5,Bovada,56,-4.5,-3.5,57,-185,160
401762474,Tulsa,14,Tulane,31,Tulane -14.5,Bovada,52,14.5,13.5,55,390,-550
401752722,South Carolina,35,Kentucky,13,South Carolina -5.0,Bovada,47,-5,-6.5,47,-225,185
401761617,North Texas,36,South Alabama,22,North Texas -13.0,Bovada,63.5,-13,-13,63,-500,360
401756907,Oklahoma State,27,Baylor,45,Baylor -21.0,Bovada,59,21,20.5,59.5,775,-1500
401761615,Louisiana,54,Marshall,51,Marshall -2.5,Bovada,48,2.5,-2.5,46.5,-130,110
401761616,UL Monroe,28,Arkansas State,16,UL Monroe -1.5,Bovada,55.5,-1.5,-3,56.5,-175,150
401752721,Missouri,42,Massachusetts,6,Missouri -44.5,Bovada,57,-44.5,-42.5,55,,
401757272,UTEP,11,Louisiana Tech,30,Louisiana Tech -3.5,Bovada,48,3.5,3,48.5,140,-165
401757273,Missouri State,22,Western Kentucky,27,Western Kentucky -3.5,Bovada,59.5,3.5,5.5,59.5,175,-210
401757270,Kennesaw State,24,Middle Tennessee,16,Kennesaw State -7.0,Bovada,53.5,-7,-6.5,51,-230,190
401756903,Colorado,21,BYU,24,BYU -6.5,Bovada,49,6.5,6.5,47.5,190,-230
401752950,Colorado State,3,Washington State,20,Colorado State -4.5,Bovada,48.5,-4.5,-4.5,50.5,-200,170
401754549,Stanford,30,San José State,29,Stanford -3.0,Bovada,50,-3,-1.5,49.5,-125,105
