"Id","HomeTeam","HomeScore","AwayTeam","AwayScore","FormattedSpread","LineProvider","OverUnder","Spread","OpeningSpread","OpeningOverUnder","HomeMoneyline","AwayMoneyline"
"401752778","Oklahoma","17","Missouri","6","Oklahoma -4.5","Bovada","42.5","-4.5","-9.5","42.5","-320","260"
"401754603","Virginia Tech","17","Miami","34","Miami -18.5","Bovada","49","18.5","17","48.5","600","-950"
"401752776","Georgia","35","Charlotte","3","Georgia -42.5","Bovada","53","-42.5","-45","54","",""
"401752774","Auburn","62","Mercer","17","Auburn -26.0","Bovada","50.5","-26","-27.5","50.5","",""
"401760419","Wyoming","7","Nevada","13","Wyoming -6.5","Bovada","39.5","-6.5","-6.5","41.5","-250","210"
"401752773","Alabama","56","Eastern Illinois","0","Alabama -49.0","Bovada","57","-49","-50.5","57","",""
"401762867","Toledo","38","Ball State","9","Toledo -29.5","Bovada","45.5","-29.5","-27.5","48","",""
"401761656","App State","26","Marshall","24","Marshall -4.0","Bovada","56.5","4","3","53.5","165","-195"
"401757307","Louisiana Tech","34","Liberty","28","Liberty -1.0","Bovada","45","1","","45","100","-120"
"401757308","Middle Tennessee","31","Sam Houston","17","Middle Tennessee -7.0","Bovada","53.5","-7","-6.5","54","-245","205"
"401762511","UAB","18","South Florida","48","South Florida -21.0","Bovada","69","21","21","69","850","-1800"
"401752782","Vanderbilt","45","Kentucky","17","Vanderbilt -7.0","Bovada","53.5","-7","-10","53.5","-390","295"
"401757175","Florida Atlantic","45","UConn","48","UConn -6.0","Bovada","64","6","7","67.5","220","-270"
"401754600","North Carolina","25","Duke","32","Duke -7.0","Bovada","50","7","6.5","52","200","-240"
"401757309","UTEP","31","New Mexico State","34","UTEP -4.0","Bovada","44.5","-4","-3","45","-160","135"
"401754604","Notre Dame","70","Syracuse","7","Notre Dame -37.0","Bovada","51","-37","-35","51.5","",""
"401757305","Florida International","27","Jacksonville State","21","Florida International -2.5","Bovada","56","-2.5","-1","56.5","-105","-115"
"401762515","Temple","13","Tulane","37","Tulane -7.5","Bovada","54","7.5","8","55","255","-310"
"401761658","South Alabama","42","Southern Miss","35","Southern Miss -2.5","Bovada","53","2.5","3","55.5","105","-125"
"401752913","Iowa","20","Michigan State","17","Iowa -17.5","Bovada","43","-17.5","-16.5","42.5","-900","575"
"401752911","Oregon","42","USC","27","Oregon -11.0","Bovada","59","-11","-9.5","60","-380","290"
"401756957","Houston","14","TCU","17","TCU -1.5","Bovada","55.5","1.5","-2.5","55","-115","-105"
"401752914","Maryland","20","Michigan","45","Michigan -14.0","Bovada","46.5","14","11.5","45.5","400","-575"
"401762513","UTSA","58","East Carolina","24","East Carolina -2.0","Bovada","62.5","2","3","62","115","-135"
"401754605","Clemson","45","Furman","10","Clemson -41.5","Bovada","55","-41.5","-41.5","54.5","",""
"401752779","South Carolina","51","Coastal Carolina","7","South Carolina -24.0","Bovada","50","-24","-23","53","-2200","1000"
"401761659","Texas State","31","UL Monroe","14","Texas State -20.5","Bovada","59.5","-20.5","-19.5","56","-1100","650"
"401756960","Utah","51","Kansas State","47","Utah -17.5","Bovada","52.5","-17.5","-17","52.5","-900","575"
"401761660","Troy","31","Georgia State","19","Troy -9.5","Bovada","51","-9.5","-10.5","51","-480","350"
