"Id","HomeTeam","HomeScore","AwayTeam","AwayScore","FormattedSpread","LineProvider","OverUnder","Spread","OpeningSpread","OpeningOverUnder","HomeMoneyline","AwayMoneyline"
"401754583","Boston College","10","Notre Dame","25","Notre Dame -31.0","Bovada","55","31","28.5","57.5","",""
"401752891","Illinois","35","Rutgers","13","Illinois -13.0","Bovada","63.5","-13","-13","63.5","-470","345"
"401754578","Florida State","42","Wake Forest","7","Florida State -13.0","Bovada","51","-13","-7.5","52","-290","240"
"401752756","Ole Miss","30","South Carolina","14","Ole Miss -13.0","Bovada","55.5","-13","-13.5","54.5","-490","355"
"401756942","Utah","45","Cincinnati","14","Utah -11.0","Bovada","57.5","-11","-7","56","-285","235"
"401761641","UL Monroe","6","Old Dominion","31","Old Dominion -17.0","Bovada","55.5","17","15","53.5","550","-850"
"401752887","Maryland","10","Indiana","55","Indiana -21.0","Bovada","51","21","21","51.5","850","-1800"
"401754579","NC State","48","Georgia Tech","36","Georgia Tech -4.0","Bovada","58.5","4","6.5","57.5","190","-230"
"401752890","Michigan","21","Purdue","16","Michigan -21.0","Bovada","49","-21","-21","51.5","-2000","950"
"401752892","Nebraska","17","USC","21","USC -4.5","Bovada","60","4.5","6","58","205","-245"
"401752754","Auburn","3","Kentucky","10","Auburn -12.0","Bovada","44.5","-12","-10","47.5","-390","-420"
"401760404","UNLV","35","New Mexico","40","UNLV -3.5","Bovada","61.5","-3.5","-5","62","-220","180"
"401757293","Liberty","59","Delaware","30","Liberty -3.5","Bovada","52","-3.5","-3","51","-175","150"
"401760403","San José State","45","Hawai'i","38","San José State -2.5","Bovada","56","-2.5","-2.5","57","-130","110"
"401757289","Kennesaw State","33","UTEP","20","Kennesaw State -11.5","Bovada","53","-11.5","-9.5","51","-380","290"
"401757292","Middle Tennessee","21","Jacksonville State","24","Jacksonville State -4.5","Bovada","54","4.5","6.5","54.5","185","-225"
"401757291","Missouri State","28","Florida International","21","Missouri State -3.0","Bovada","50","-3","-4","51.5","-185","160"
"401761640","Coastal Carolina","44","Marshall","27","Marshall -7.0","Bovada","54.5","7","4","54","155","-180"
"401756941","Kansas State","20","Texas Tech","43","Texas Tech -7.0","Bovada","52","7","7","52.5","240","-290"
"401754581","SMU","26","Miami","20","Miami -8.5","Bovada","50.5","8.5","10.5","50.5","325","-435"
"401757290","Louisiana Tech","55","Sam Houston","14","Louisiana Tech -16.5","Bovada","48","-16.5","-17","50","-900","575"
"401761639","Texas State","20","James Madison","52","James Madison -7.5","Bovada","55","7.5","6","58.5","195","-235"
"401756940","Kansas","38","Oklahoma State","21","Kansas -25.0","Bovada","54.5","-25","-24.5","58","-3500","1100"
"401760405","San Diego State","24","Wyoming","7","San Diego State -9.5","Bovada","42","-9.5","-11","41.5","-440","330"
"401762498","Temple","14","East Carolina","45","East Carolina -5.0","Bovada","58","5","4.5","57.5","170","-200"
"401752943","Oregon State","10","Washington State","7","Washington State -3.0","Bovada","47.5","3","4.5","49.5","160","-185"
"401756936","Baylor","30","UCF","3","Baylor -3.0","Bovada","58.5","-3","-4.5","60.5","-210","-195"
"401756939","Iowa State","19","Arizona State","24","Iowa State -7.5","Bovada","48.5","-7.5","-4","50.5","-220","180"
"401757294","Western Kentucky","35","New Mexico State","16","Western Kentucky -7.5","Bovada","53.5","-7.5","-8.5","54.5","-340","270"
"401752755","Florida","20","Georgia","24","Georgia -7.0","Bovada","50","7","7.5","50.5","240","-290"
"401752753","Arkansas","35","Mississippi State","38","Arkansas -5.0","Bovada","66.5","-5","-4.5","68.5","-180","155"
"401762443","UTSA","48","Tulane","26","Tulane -6.0","Bovada","54","6","4","55.5","160","160"
"401762497","Rice","14","Memphis","38","Memphis -14.0","Bovada","48","14","14","49.5","450","-650"
"401754575","Syracuse","10","North Carolina","27","Syracuse -1.5","Bovada","45.5","-1.5","-2","46","-130","110"
"401752889","Ohio State","38","Penn State","14","Ohio State -18.0","Bovada","45.5","-18","-21","43.5","-1600","800"
"401752757","Tennessee","27","Oklahoma","33","Tennessee -3.0","Bovada","56","-3","-3.5","56","-170","145"
"401752888","Minnesota","23","Michigan State","20","Minnesota -3.5","Bovada","44.5","-3.5","-4","43.5","-165","140"
